ORIGEN,DESTINO,CANAL,TIPO,MONTO,CTD_TRX
U-ifPA3j6y,U-tERstSSK,CANAL_3,TIPO_3,1282.92,2
U-dkSmZfC7,U-wNAJfLEi,CANAL_2,TIPO_2,1482.14,2
U-4NhXfYPK,U-cJo7i3AJ,CANAL_1,TIPO_1,1469.81,1
U-nJydX271,U-cqZhkYY2,CANAL_1,TIPO_2,1617.19,2
U-QJ1lgGUT,U-JahrDTQH,CANAL_3,TIPO_2,1631.05,2
U-A1MQHAXT,U-4wHY9f2u,CANAL_2,TIPO_1,1600.4,1
U-p8FJDLzw,U-pzI6ifco,CANAL_2,TIPO_2,1884.94,1
U-H9e9aI6J,U-jLaXI2et,CANAL_2,TIPO_2,1584.22,2
U-eDArVHpN,U-1IELi7pU,CANAL_2,TIPO_3,1117.19,1
U-bwy1Biyy,U-OOe8oPQu,CANAL_3,TIPO_2,1614.41,1
U-DezAiKRE,U-7LE9SK4t,CANAL_2,TIPO_3,1645.46,1
U-AM6vQwx0,U-QphghTud,CANAL_2,TIPO_1,1599.85,2
U-DFhYIMjH,U-1QgvlDWO,CANAL_2,TIPO_2,1658.22,2
U-6usBZm4z,U-nRBm6tYM,CANAL_2,TIPO_2,1414.23,1
U-x1cKKyVJ,U-OOrkhjuD,CANAL_2,TIPO_2,1581.91,1
U-PEZnRG6G,U-qGBRt3wQ,CANAL_2,TIPO_2,1329.87,2
U-htwvnt5y,U-HKueMGyA,CANAL_3,TIPO_2,1453.04,2
U-Cus6XDc4,U-hohdperO,CANAL_1,TIPO_3,1546.6,1
U-71ufBHMS,U-opJHnsTb,CANAL_2,TIPO_1,1595.65,1
U-zlALWGIJ,U-UGhZnYdK,CANAL_1,TIPO_2,1333.7,1
U-xlEQRHb8,U-6f550Q8c,CANAL_2,TIPO_1,1691.96,1
U-vYJwimRS,U-z4Xogjcb,CANAL_2,TIPO_1,1426.1,1
U-T7oLNEMA,U-SaoOlCOk,CANAL_2,TIPO_2,1639.56,1
U-KMxwq0Td,U-pRae9PvR,CANAL_2,TIPO_1,1618.46,2
U-yBcSesqv,U-BkCVdDA5,CANAL_2,TIPO_2,1458.96,1
U-lBx2yl4Q,U-lfRjbwoH,CANAL_3,TIPO_1,1261.14,2
U-ATKXpeOe,U-VY8R7il5,CANAL_2,TIPO_2,1315.85,1
U-tFweBzSN,U-Hymv3iNg,CANAL_2,TIPO_1,1398.0,2
U-3C5nu1Rx,U-CeQxBqfl,CANAL_2,TIPO_2,1464.1,2
U-9WVV50wV,U-xwLReiAi,CANAL_1,TIPO_2,1188.63,1
U-hohdperO,U-Vk4CkKi1,CANAL_3,TIPO_3,1606.74,2
U-aEkTmuwI,U-iTrnTunu,CANAL_1,TIPO_1,1591.94,2
U-Uk5dfoPZ,U-3z0hAPnG,CANAL_1,TIPO_2,1683.47,2
U-htwvnt5y,U-2jirOF3V,CANAL_2,TIPO_2,1398.3,1
U-kGOGCVOb,U-1fI6JdVH,CANAL_2,TIPO_1,1233.26,2
U-qBm0atOA,U-zSo2nTT9,CANAL_1,TIPO_1,1568.79,2
U-R0NF5cEv,U-oDUaYYng,CANAL_1,TIPO_1,1329.15,1
U-Zoctic8P,U-SSFo12UG,CANAL_2,TIPO_3,1627.55,2
U-UZrkKEzm,U-C5i00kRX,CANAL_2,TIPO_1,1463.69,1
U-dFpeHmjh,U-TNeJog8e,CANAL_1,TIPO_2,1489.28,1
U-nNIges23,U-htwvnt5y,CANAL_2,TIPO_2,1484.69,1
U-zufy0SGE,U-R8KnNlYp,CANAL_1,TIPO_1,1431.96,1
U-IgFmHGH6,U-2vFlZ3w6,CANAL_2,TIPO_1,1542.02,2
U-Ptkdh6u9,U-vPhf9dbD,CANAL_3,TIPO_1,1575.32,1
U-AdGJTs3w,U-YSDKmstk,CANAL_1,TIPO_2,1537.44,1
U-oZpMhsDy,U-YDm8rArN,CANAL_1,TIPO_1,1483.62,2
U-oDUaYYng,U-tpQMaX45,CANAL_3,TIPO_2,1530.9,2
U-qSEiqQ3R,U-BxP35Kfu,CANAL_1,TIPO_2,1323.3,2
U-uobnHzwc,U-VIuT91KM,CANAL_1,TIPO_1,1535.07,2
U-1BwTM4yH,U-LsnSM6iT,CANAL_3,TIPO_3,1429.29,1
U-M6D8nj9v,U-H0bgMGVR,CANAL_3,TIPO_2,1692.11,1
U-FluYfYwR,U-jbSIaK8s,CANAL_2,TIPO_2,1349.36,2
U-w41IXqlr,U-R0NF5cEv,CANAL_2,TIPO_1,1556.83,2
U-tMKWrxiJ,U-ZiPMtk9G,CANAL_2,TIPO_3,1206.52,1
U-lmGRHXjy,U-pKsUtR0z,CANAL_1,TIPO_2,1444.47,1
U-OOrkhjuD,U-71ufBHMS,CANAL_2,TIPO_2,1124.45,2
U-pM0y2TW4,U-lU1gPg9P,CANAL_1,TIPO_2,1551.29,1
U-l0ryTmyx,U-M6D8nj9v,CANAL_1,TIPO_2,1377.46,2
U-w9VSf2LW,U-jlKrjvns,CANAL_1,TIPO_2,1099.57,1
U-2OUAcwvZ,U-V06kZ8iw,CANAL_2,TIPO_2,1546.13,1
U-UnzsGQJ9,U-w9VSf2LW,CANAL_1,TIPO_2,1706.7,1
U-Cekw3ylb,U-ZrD5lvLC,CANAL_2,TIPO_2,1668.3,1
U-MgImAgcs,U-9T29NskC,CANAL_2,TIPO_1,1307.73,1
U-73xWw9le,U-16q4IWDU,CANAL_2,TIPO_1,1322.49,1
U-WW9KwrcK,U-DsbGPH0U,CANAL_2,TIPO_2,1427.31,2
U-aooogFx6,U-vkMpGbk3,CANAL_2,TIPO_3,1446.57,2
U-7AADwlId,U-Rg7Hp1tp,CANAL_2,TIPO_3,1282.69,1
U-qNRDh5YP,U-SuiZUZ1Z,CANAL_3,TIPO_1,1526.5,1
U-EBTF3g0f,U-NVqyth8x,CANAL_1,TIPO_3,1558.69,1
U-TRZsnD0d,U-Cxc8HYoH,CANAL_1,TIPO_2,1275.01,2
U-eeuFo7rF,U-ceV7gCqJ,CANAL_2,TIPO_2,1621.86,1
U-rjT6LIb3,U-MZT5ePvz,CANAL_3,TIPO_3,1598.02,1
U-BoeCSsIT,U-ncaH9LF4,CANAL_2,TIPO_2,1523.63,1
U-CfxZjzLM,U-Fa7NHlPU,CANAL_3,TIPO_3,1312.73,1
U-rhlsufAU,U-cTLxJloU,CANAL_1,TIPO_1,1303.0,2
U-UO1Pc564,U-StCP42nE,CANAL_1,TIPO_3,1652.36,1
U-QgNcIct3,U-TdFRT7EO,CANAL_2,TIPO_2,1592.99,2
U-k1Kw4rNs,U-6OXdd72k,CANAL_2,TIPO_2,1293.56,1
U-AmzosWz8,U-0wNppjb2,CANAL_1,TIPO_1,1366.31,2
U-eDE6nM9t,U-9cFK4DVH,CANAL_1,TIPO_2,1774.8,2
U-ssKDYyhq,U-OOoijxUA,CANAL_2,TIPO_1,1621.16,1
U-eDx1c9mi,U-2EoEK257,CANAL_2,TIPO_2,1271.24,2
U-IAMU9z1L,U-vxB4G0gP,CANAL_1,TIPO_3,1394.94,1
U-Haj3NX7R,U-5q3iEcos,CANAL_1,TIPO_2,1495.69,2
U-IhyW7xLm,U-TGtfQH36,CANAL_2,TIPO_1,1271.98,1
U-GhDiepTG,U-rjT6LIb3,CANAL_1,TIPO_2,1565.38,1
U-p1TkxS0F,U-iMPDMnRv,CANAL_1,TIPO_1,1355.01,2
U-ABkYHR23,U-BkZndhHv,CANAL_1,TIPO_2,1354.39,1
U-R0u567TJ,U-iwoYTvc6,CANAL_3,TIPO_2,1742.02,2
U-WHL1LNwa,U-YaPxVogh,CANAL_2,TIPO_2,1506.47,2
U-YJL3rXfb,U-26QAEKzj,CANAL_2,TIPO_3,1465.22,1
U-xG022dap,U-pAFQLe91,CANAL_2,TIPO_1,1510.46,1
U-lwVL7RPm,U-npMyt3Ks,CANAL_1,TIPO_2,1379.51,2
U-Yu5vzRIA,U-J9yJLbq2,CANAL_2,TIPO_2,1287.03,2
U-2EoEK257,U-E5gNO9iK,CANAL_2,TIPO_1,1372.85,1
U-7p10sQq6,U-fmKIS11E,CANAL_2,TIPO_2,1595.22,2
U-DVYIYiFc,U-bdor8VTv,CANAL_2,TIPO_1,1666.03,2
U-rSz1gGJe,U-GHm3bKH5,CANAL_3,TIPO_2,1409.86,2
U-Afyqoh0u,U-ED9uf3Em,CANAL_2,TIPO_1,1613.98,2
U-mLeUbIHj,U-iwoYTvc6,CANAL_2,TIPO_1,1530.03,1
U-67vZZNfh,U-tLP8uq05,CANAL_1,TIPO_2,1591.47,1
U-vUOvqTOJ,U-Zg0Q9Tey,CANAL_2,TIPO_3,1365.67,2
U-7p10sQq6,U-08RPUZY1,CANAL_1,TIPO_3,1200.42,2
U-HDhmXD68,U-LOyQshgS,CANAL_3,TIPO_2,1615.72,2
U-WmakX7Qj,U-AxscjMVj,CANAL_1,TIPO_3,1712.94,1
U-9aLxZrJI,U-fEJJdbI2,CANAL_2,TIPO_2,1753.8,1
U-6OSPeuaf,U-q3g2I62K,CANAL_2,TIPO_2,1284.19,2
U-GEArxPpF,U-e0Qb2HIM,CANAL_1,TIPO_2,1381.67,2
U-O29lsaMk,U-UQQh7EN3,CANAL_1,TIPO_2,1335.59,1
U-m7K1wzkz,U-43V5HZij,CANAL_2,TIPO_3,1315.81,2
U-KFn2WxIV,U-q7C7fcgI,CANAL_2,TIPO_2,1379.78,1
U-jSO7UmIG,U-KtrWJGU2,CANAL_2,TIPO_3,1178.64,2
U-gfaIKho6,U-4jOjEpQy,CANAL_2,TIPO_3,1638.51,1
U-fq04vjtE,U-lEkGA3It,CANAL_1,TIPO_1,1447.82,1
U-ebVEMneM,U-X1Njp1mq,CANAL_2,TIPO_2,1554.36,2
U-9SWJLnoq,U-Xh520HKM,CANAL_1,TIPO_2,1718.0,1
U-Az6jDIDi,U-s48xvq2G,CANAL_1,TIPO_1,1548.13,1
U-e81SB900,U-iru9UlaL,CANAL_3,TIPO_3,1397.97,2
U-ET4wVqew,U-BDPLIiBk,CANAL_2,TIPO_2,1470.64,2
U-ofmaxjtj,U-YKytKpEi,CANAL_2,TIPO_1,1506.02,2
U-wTIRVyBG,U-ol2hmzlK,CANAL_2,TIPO_3,1392.83,1
U-lfRjbwoH,U-Nl04am1A,CANAL_2,TIPO_2,1635.05,2
U-flDuqfYo,U-U32c3UiS,CANAL_2,TIPO_1,1091.2,2
U-ulQg23NZ,U-tysQZcKS,CANAL_1,TIPO_2,1472.85,2
U-qQkr76sa,U-TDDn86fv,CANAL_2,TIPO_1,1668.52,2
U-kNEcTMHC,U-WvU9dJQz,CANAL_3,TIPO_1,1443.17,2
U-q7C7fcgI,U-0K3kGnU9,CANAL_3,TIPO_2,1401.21,2
U-5Ri5vBEY,U-vstOI7ER,CANAL_2,TIPO_1,1541.98,2
U-zPy99lOU,U-C8CIdWDU,CANAL_2,TIPO_1,1868.01,2
U-XlrD388W,U-yXRzrqhR,CANAL_2,TIPO_2,1595.89,1
U-PNSEM4H0,U-pjqEUKNU,CANAL_1,TIPO_3,1487.26,1
U-ygq8t8wH,U-gXoSl0a1,CANAL_2,TIPO_2,1322.91,2
U-ZtPA32yl,U-MVxBsDJk,CANAL_1,TIPO_1,1506.06,2
U-o0Q3aE1S,U-j9DChj2P,CANAL_3,TIPO_2,1628.3,1
U-VxCWS0em,U-UmqkEBTL,CANAL_2,TIPO_1,1589.33,1
U-pUVh2DUF,U-3ZYgIZkW,CANAL_2,TIPO_1,1472.66,1
U-k1S9wnPM,U-TvVMfgTL,CANAL_1,TIPO_3,1387.87,1
U-cfu6l1tW,U-IAHCAu87,CANAL_2,TIPO_1,1324.01,2
U-D7rJYho1,U-iQK7ZFcs,CANAL_2,TIPO_1,1319.09,1
U-5sbmodr2,U-oZpMhsDy,CANAL_2,TIPO_2,1604.88,1
U-oCzSju53,U-11w9SZWp,CANAL_2,TIPO_2,1646.43,2
U-Bh279iIw,U-xAbdXCQy,CANAL_1,TIPO_2,1561.66,1
U-EPiuQahV,U-qSEiqQ3R,CANAL_2,TIPO_1,1609.44,2
U-yZOPzss7,U-9wYlWnbN,CANAL_2,TIPO_2,1487.43,2
U-34eUsCFz,U-pUVh2DUF,CANAL_2,TIPO_2,1395.45,2
U-ORKp5Xix,U-lU1gPg9P,CANAL_2,TIPO_3,1314.65,2
U-OeUdSZAQ,U-1QgvlDWO,CANAL_2,TIPO_2,1420.82,2
U-M3k4j5tA,U-CnYcdZRi,CANAL_1,TIPO_2,1429.8,1
U-KKlWZoNV,U-c3Ay7Z6Y,CANAL_1,TIPO_2,1292.89,2
U-vZt2rMlu,U-TNeJog8e,CANAL_3,TIPO_1,1499.7,2
U-cZDAaOdX,U-jnGAknYt,CANAL_2,TIPO_1,1664.92,1
U-dtuCPFME,U-js1Bzome,CANAL_2,TIPO_3,1523.3,2
U-JqEY8i1d,U-3lO0b9u4,CANAL_1,TIPO_1,1623.24,1
U-uOnApxws,U-ijcskDY0,CANAL_2,TIPO_1,1525.53,2
U-UXHfz6FA,U-upla5S6W,CANAL_3,TIPO_2,1321.83,1
U-0Sneir3J,U-szBavkZE,CANAL_2,TIPO_1,1559.12,2
U-giA5s4Rn,U-laVkYx3Z,CANAL_1,TIPO_1,1615.47,1
U-E4ImWbFK,U-43EVYTiq,CANAL_2,TIPO_1,1601.37,2
U-ydgaUK0s,U-bGwHJfkq,CANAL_3,TIPO_2,1457.03,1
U-sfhKG8Xf,U-HQjV6gR8,CANAL_2,TIPO_2,1535.36,1
U-LL22HKBz,U-idLzTBn8,CANAL_2,TIPO_2,1846.99,2
U-F7gjpIl8,U-hYWsTWg9,CANAL_3,TIPO_2,1535.85,2
U-Nv9cV5De,U-SjeoCxNM,CANAL_2,TIPO_1,1536.61,1
U-OOe8oPQu,U-vZHm3Nww,CANAL_2,TIPO_2,1328.24,1
U-MVyIKm2K,U-HZ5hMYoi,CANAL_1,TIPO_2,1387.96,1
U-iTrnTunu,U-ePu5UJwe,CANAL_2,TIPO_2,1342.45,2
U-RJEKxAvc,U-0Sneir3J,CANAL_2,TIPO_2,1563.0,1
U-ncaH9LF4,U-deRgLlym,CANAL_2,TIPO_2,1235.18,1
U-ou0EAH3B,U-pdm4C6l0,CANAL_3,TIPO_1,1215.58,1
U-UhXA0QMG,U-m4XM7yVm,CANAL_3,TIPO_1,1301.75,2
U-bjTdLUzF,U-i6qVi0za,CANAL_2,TIPO_2,1470.17,1
U-DsbGPH0U,U-hPXKxanZ,CANAL_1,TIPO_2,1552.14,2
U-MKBCWE9p,U-H0hBok4s,CANAL_1,TIPO_1,1618.54,2
U-dEw6WTZG,U-9wYlWnbN,CANAL_2,TIPO_1,1503.29,1
U-J8qaT1vH,U-JgLxFR6H,CANAL_1,TIPO_2,1468.93,2
U-uZW09IXL,U-rZDhiVOw,CANAL_3,TIPO_1,1516.82,1
U-M9WyTOTq,U-SIPn4hqo,CANAL_3,TIPO_1,1424.22,1
U-dyUp33KA,U-g9DV9kOb,CANAL_3,TIPO_2,1474.69,1
U-uTEsBW84,U-YRRg3bk3,CANAL_2,TIPO_1,1493.52,2
U-J0XSdefj,U-VYoCaQEd,CANAL_2,TIPO_1,1416.65,2
U-hSe9N84I,U-5xJTLBxM,CANAL_2,TIPO_2,1270.02,1
U-ZiPMtk9G,U-jxL6srk7,CANAL_1,TIPO_1,1653.44,1
U-AX9wvENq,U-2EoEK257,CANAL_1,TIPO_1,1357.05,1
U-H9e9aI6J,U-quU3pLHO,CANAL_2,TIPO_3,1456.74,1
U-EPiuQahV,U-rhlsufAU,CANAL_1,TIPO_1,1718.31,2
U-o7MttiWc,U-44I8n8mi,CANAL_2,TIPO_2,1310.8,1
U-rZDhiVOw,U-C8CIdWDU,CANAL_1,TIPO_1,1533.62,1
U-pqllQdAx,U-IhyW7xLm,CANAL_2,TIPO_3,1550.89,1
U-XEdHnf8y,U-Yu5vzRIA,CANAL_1,TIPO_2,1488.95,2
U-4ENkFDOM,U-q42btoMa,CANAL_3,TIPO_1,1564.42,1
U-IgXbkoxf,U-6arEEjsA,CANAL_1,TIPO_2,1429.02,1
U-hsSsPmtL,U-ah8eVlu6,CANAL_2,TIPO_2,1487.64,1
U-7vmNOkSn,U-s3gmq5uE,CANAL_3,TIPO_1,1567.12,1
U-jnGAknYt,U-BhaYGtJ0,CANAL_3,TIPO_1,1481.28,1
U-FluYfYwR,U-DwedZyiH,CANAL_3,TIPO_3,1632.76,1
U-LR1S9j5r,U-2RF9AnfI,CANAL_2,TIPO_2,1535.05,1
U-lt6bQmyK,U-szBavkZE,CANAL_1,TIPO_2,1681.87,2
U-IP892Ltj,U-BDPLIiBk,CANAL_2,TIPO_3,1335.72,2
U-pdm4C6l0,U-9kqA3lbf,CANAL_2,TIPO_2,1772.8,1
U-x7r6bJPU,U-1fI6JdVH,CANAL_2,TIPO_1,1687.8,2
U-kGOGCVOb,U-3IVFBI26,CANAL_2,TIPO_1,1490.35,1
U-4uSwD84I,U-rLo7JDD1,CANAL_2,TIPO_2,1251.44,1
U-lfRjbwoH,U-iQK7ZFcs,CANAL_1,TIPO_2,1484.68,1
U-8dtNYYiK,U-p1TkxS0F,CANAL_2,TIPO_3,1455.17,2
U-5SuUIt2H,U-73WuZbcd,CANAL_2,TIPO_2,1581.94,1
U-fvXQp7es,U-XBT3PwdI,CANAL_2,TIPO_1,1315.02,1
U-NJ8lD6bc,U-fToUDGCG,CANAL_2,TIPO_2,1464.34,1
U-4BXI9BcF,U-ZcORb9Hs,CANAL_1,TIPO_1,1209.36,1
U-lm4vjK0d,U-HhriENVo,CANAL_2,TIPO_3,1612.8,2
U-QbnqAZr1,U-ps48EuAO,CANAL_3,TIPO_3,1440.36,1
U-YjaQMWAX,U-5Z3gsuqF,CANAL_1,TIPO_2,1503.75,1
U-A1MQHAXT,U-ALQHWLco,CANAL_1,TIPO_1,1162.52,2
U-Y8CLdQTS,U-xWxt5Dnw,CANAL_3,TIPO_1,1467.98,1
U-UmqkEBTL,U-w41IXqlr,CANAL_3,TIPO_2,1604.2,2
U-IwCom3yw,U-a0SPMciY,CANAL_2,TIPO_1,1546.36,1
U-RbpBzRPc,U-kl5oHqCf,CANAL_2,TIPO_3,1192.74,2
U-YJO4ocjz,U-vV7DfnuU,CANAL_2,TIPO_3,1468.49,2
U-1QgvlDWO,U-c2i1WxDa,CANAL_1,TIPO_1,1689.71,1
U-99vStGmv,U-LL22HKBz,CANAL_2,TIPO_1,1275.01,2
U-4ENkFDOM,U-jxL6srk7,CANAL_2,TIPO_2,1458.06,1
U-mMweLmhM,U-StCP42nE,CANAL_2,TIPO_2,1508.93,1
U-MZmBqk7o,U-4rUAHoWt,CANAL_2,TIPO_3,1477.02,2
U-cnFUHGAK,U-ah8eVlu6,CANAL_2,TIPO_2,1517.24,2
U-TsIsfZLk,U-yP11xint,CANAL_1,TIPO_2,1478.8,1
U-qS6z34y9,U-ronKO0Sg,CANAL_3,TIPO_3,1343.95,2
U-4SQvWNxl,U-Tcr7Heel,CANAL_2,TIPO_3,1484.97,1
U-LL22HKBz,U-5rQuOFg2,CANAL_2,TIPO_2,1549.45,1
U-ET4wVqew,U-D1DRbhA9,CANAL_1,TIPO_1,1640.38,1
U-lh5GSACB,U-iDihLzVl,CANAL_2,TIPO_2,1446.77,2
U-ssKDYyhq,U-FGqn52Pi,CANAL_1,TIPO_2,1575.75,1
U-aAHroFiv,U-C3xpOOHM,CANAL_1,TIPO_2,1315.51,1
U-SfPe47Za,U-Y0LB8ubJ,CANAL_2,TIPO_2,1737.91,1
U-iaOWQKT3,U-bjTdLUzF,CANAL_2,TIPO_2,1346.99,2
U-9T29NskC,U-zR6qLBJ8,CANAL_2,TIPO_3,1319.79,2
U-tFgeOYxr,U-UXHfz6FA,CANAL_1,TIPO_1,1644.44,1
U-gtYn3Fjz,U-pM0y2TW4,CANAL_2,TIPO_2,1394.54,1
U-XVGWIyfu,U-zrFV610a,CANAL_2,TIPO_1,1507.69,2
U-6vBOB361,U-zd7IjchG,CANAL_2,TIPO_2,1451.4,1
U-N63yEQrt,U-OTPvTbVQ,CANAL_3,TIPO_2,1381.02,1
U-vxV56srT,U-l0ryTmyx,CANAL_2,TIPO_2,1432.02,2
U-pXjLkMGL,U-Z3jinMLD,CANAL_3,TIPO_3,1410.23,1
U-gxsDzVeL,U-5qTmdGu4,CANAL_2,TIPO_3,1758.72,2
U-wYfAlpGs,U-iAnqTGJj,CANAL_2,TIPO_3,1554.98,1
U-deRgLlym,U-EtG4yyUD,CANAL_2,TIPO_1,1389.33,2
U-WQ8F3Uu0,U-aAHroFiv,CANAL_3,TIPO_2,1323.77,1
U-XJvU8Nvq,U-kNEcTMHC,CANAL_2,TIPO_1,1399.4,2
U-L3wnGigK,U-vGDGgKER,CANAL_2,TIPO_2,1666.11,2
U-Vk4CkKi1,U-PXVkR8kg,CANAL_2,TIPO_1,1571.77,2
U-YJL3rXfb,U-IgXbkoxf,CANAL_2,TIPO_3,1629.95,2
U-MdWb1lNX,U-vQr8EuFq,CANAL_3,TIPO_2,1497.57,2
U-f2Cxp25I,U-rQIhlgUG,CANAL_2,TIPO_1,1617.02,2
U-zUc3Pj2L,U-1wI3xiw5,CANAL_1,TIPO_2,1524.9,1
U-dkSmZfC7,U-pdm4C6l0,CANAL_2,TIPO_2,1506.85,1
U-L3wnGigK,U-rdLjcYAS,CANAL_1,TIPO_3,1579.02,1
U-x5XWTrul,U-wiWoFFif,CANAL_2,TIPO_2,1447.19,1
U-iZm9itWk,U-kE3W7Pmr,CANAL_1,TIPO_2,1027.46,1
U-HhriENVo,U-2cpMKLLx,CANAL_1,TIPO_2,1563.15,2
U-xzKHuEJd,U-EIqeUoCK,CANAL_3,TIPO_1,1576.85,2
U-H93knPzX,U-MZmBqk7o,CANAL_2,TIPO_2,1525.36,2
U-O87NeZRa,U-vIMZig7v,CANAL_3,TIPO_2,1660.81,1
U-GabOAhJN,U-HqufCN31,CANAL_2,TIPO_2,1500.78,2
U-LFBbf6V5,U-CREDqjju,CANAL_1,TIPO_2,1434.05,2
U-SlBb5F4u,U-fmXoepkC,CANAL_2,TIPO_2,1549.69,2
U-D1DRbhA9,U-l0ryTmyx,CANAL_2,TIPO_1,1363.33,2
U-YqjmloM4,U-UvvaofE3,CANAL_2,TIPO_2,1863.54,2
U-6vM8s5Gx,U-9RqbgYZy,CANAL_2,TIPO_2,1542.22,1
U-fvXQp7es,U-Q3CkquKR,CANAL_2,TIPO_2,1384.69,1
U-vxB4G0gP,U-VPDchvZ1,CANAL_2,TIPO_1,1344.93,2
U-3e4Xqdvo,U-DwedZyiH,CANAL_1,TIPO_2,1405.93,1
U-BUlM8tTN,U-YqjmloM4,CANAL_2,TIPO_1,1555.35,1
U-yGfxzgHt,U-5V9W1lG2,CANAL_1,TIPO_2,1609.26,2
U-Vpx798NV,U-tXuvaPMV,CANAL_1,TIPO_1,1345.48,1
U-NVqyth8x,U-HQjV6gR8,CANAL_1,TIPO_2,1887.73,2
U-3C5nu1Rx,U-QFxw6iJ3,CANAL_1,TIPO_2,1687.51,1
U-PVyovS1Q,U-SuiZUZ1Z,CANAL_1,TIPO_1,1802.76,2
U-Uh9PPxs0,U-ad4sbNUE,CANAL_1,TIPO_2,1597.61,1
U-2vFlZ3w6,U-z8iCX4H9,CANAL_1,TIPO_3,1756.71,1
U-Gw73qkAA,U-j9DChj2P,CANAL_3,TIPO_2,1370.17,2
U-CdCvbXDv,U-0wPmPUjp,CANAL_1,TIPO_3,1474.64,2
U-1zKGsNbz,U-8QjYh3Vy,CANAL_2,TIPO_2,1408.78,1
U-4HK4mJUj,U-8dirXo2M,CANAL_2,TIPO_2,1522.82,2
U-OA4AY2sq,U-XlrD388W,CANAL_2,TIPO_2,1556.37,2
U-0jdFE49g,U-lJimYHZ4,CANAL_1,TIPO_2,1637.36,1
U-FfiVoKGO,U-2ZtCjXWx,CANAL_1,TIPO_1,1268.63,1
U-liF3aYJ3,U-XPRMgHMz,CANAL_2,TIPO_2,1365.8,1
U-Ptkdh6u9,U-U0iLP2Mn,CANAL_3,TIPO_1,1402.18,1
U-VzlsXMwI,U-C3xpOOHM,CANAL_3,TIPO_1,1572.07,1
U-w41IXqlr,U-eC4yIVnF,CANAL_3,TIPO_2,1408.35,2
U-vhQTxI6s,U-uQ15PAvU,CANAL_2,TIPO_2,1644.14,2
U-Jexmyj46,U-Aj42O1Wg,CANAL_2,TIPO_3,1396.97,2
U-lfRjbwoH,U-4EuCSEaS,CANAL_2,TIPO_3,1496.58,1
U-eDE6nM9t,U-Z08VP8HO,CANAL_2,TIPO_1,1642.16,2
U-ad4sbNUE,U-ilIpaBQJ,CANAL_2,TIPO_1,1671.44,1
U-O8imNZnn,U-5E6mnuPe,CANAL_2,TIPO_3,1576.82,2
U-Kzii6l0b,U-u8HDpqLk,CANAL_2,TIPO_1,1636.77,1
U-uH55r38K,U-BNCbeg1h,CANAL_1,TIPO_3,1366.42,2
U-hgNa9V5P,U-lEhC9dNV,CANAL_2,TIPO_2,1387.63,1
U-O3unp34N,U-RDRjoybs,CANAL_3,TIPO_2,1540.02,2
U-d9wR2TmU,U-wMLegDr0,CANAL_2,TIPO_2,1695.66,1
U-eDx1c9mi,U-06fYjZcK,CANAL_1,TIPO_3,1428.06,1
U-vXP3tDnZ,U-SSFo12UG,CANAL_3,TIPO_2,1495.0,1
U-y8bYPVAu,U-pqllQdAx,CANAL_1,TIPO_2,1326.41,1
U-KHyaH8ga,U-AkN3ibqb,CANAL_3,TIPO_2,1513.63,2
U-EBTF3g0f,U-IU4tbyzX,CANAL_1,TIPO_3,1541.51,1
U-HnO6BZXm,U-J9yJLbq2,CANAL_2,TIPO_2,1129.25,1
U-1ypF5r35,U-0CBzyskp,CANAL_2,TIPO_2,1455.53,2
U-n8SOEwES,U-DAU5MRES,CANAL_1,TIPO_2,1894.09,1
U-u8HDpqLk,U-GE3mxeSh,CANAL_2,TIPO_2,1667.11,1
U-wTIRVyBG,U-DFhYIMjH,CANAL_2,TIPO_2,1495.89,2
U-K0DLhW8L,U-C9jJ3lOb,CANAL_3,TIPO_3,1490.27,1
U-rSAmsvAv,U-uZW09IXL,CANAL_1,TIPO_1,1405.48,2
U-A1MQHAXT,U-9Ng98sUx,CANAL_3,TIPO_2,1393.44,2
U-zd7IjchG,U-hPFP6SZF,CANAL_1,TIPO_2,1455.01,1
U-I9CL1n7F,U-eisEjgg9,CANAL_3,TIPO_3,1739.88,2
U-gGHhQyg0,U-2Aia4rMV,CANAL_3,TIPO_1,1544.6,1
U-X1Njp1mq,U-cfu6l1tW,CANAL_2,TIPO_3,1522.06,1
U-zqKQ755w,U-fppfjlCY,CANAL_3,TIPO_1,1492.14,2
U-oCStmi96,U-kjwJUfHx,CANAL_1,TIPO_2,1563.45,1
U-KDtfnvC7,U-KPzUEZ8W,CANAL_1,TIPO_2,1412.58,2
U-YFpwxqyC,U-7LE9SK4t,CANAL_3,TIPO_2,1652.54,1
U-rLo7JDD1,U-M6h9JADM,CANAL_3,TIPO_2,1320.2,2
U-tFweBzSN,U-v5EXcNjH,CANAL_1,TIPO_1,1832.38,2
U-aPv2LlEN,U-q2GCrZpA,CANAL_2,TIPO_2,1445.26,2
U-ualJke64,U-Q3CkquKR,CANAL_1,TIPO_3,1278.98,1
U-FU78elPP,U-C3xpOOHM,CANAL_2,TIPO_2,1448.0,1
U-GhDiepTG,U-eiJ6EA6O,CANAL_2,TIPO_1,1579.23,2
U-0K3kGnU9,U-LyJNhx3X,CANAL_1,TIPO_2,1840.68,1
U-F7gjpIl8,U-AgeZSZmp,CANAL_2,TIPO_1,1388.18,1
U-jlKrjvns,U-E4ImWbFK,CANAL_3,TIPO_1,1622.34,2
